Tema,Título,Tese,Situação,Ramo,Relator,Processo paradigma
763,"Possibilidade de aplicação da aposentadoria compulsória ao servidor público ocupante exclusivamente de cargo em comissão, assim como a possibilidade de o servidor efetivo aposentado compulsoriamente vir a assumir cargos ou funções comissionadas.","1. Os servidores ocupantes de cargo exclusivamente em comissão não se submetem à regra da aposentadoria compulsória prevista no art. 40, § 1º, II, da Constituição Federal, a qual atinge apenas os ocupantes de cargo de provimento efetivo, inexistindo, também, qualquer idade limite para fins de nomeação a cargo em comissão;
2. Ressalvados impedimentos de ordem infraconstitucional, não há óbice constitucional a que o servidor efetivo aposentado compulsoriamente permaneça no cargo comissionado que já desempenhava ou a que seja nomeado para cargo de livre nomeação e exoneração, uma vez que não se trata de continuidade ou criação de vínculo efetivo com a Administração.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MIN. DIAS TOFFOLI,RE 786540
762,Validade de norma coletiva de trabalho que fixa limite ao pagamento de horas in itinere inferior à metade do que seria devido em relação ao tempo efetivamente gasto pelo trabalhador no trajeto até o local do serviço.,"A questão da validade de norma coletiva de trabalho que fixa limite de horas in itinere inferior à metade do tempo efetivamente gasto pelo trabalhador no seu trajeto até o local do serviço tem natureza infraconstitucional, e a ela se atribuem os efeitos da ausência de repercussão geral, nos termos do precedente fixado no RE 584.608, rel. a Ministra Ellen Gracie, DJe 13/03/2009.",Ativo · RG negada - matéria infraconstitucional,DIREITO DO TRABALHO,MIN. TEORI ZAVASCKI,RE 820729
761,"Possibilidade de alteração de gênero no assento de registro civil de transexual, mesmo sem a realização de procedimento cirúrgico de redesignação de sexo.","I) O transgênero tem direito fundamental subjetivo à alteração de seu prenome e de sua classificação de gênero no registro civil, não se exigindo, para tanto, nada além da manifestação de vontade do indivíduo, o qual poderá exercer tal faculdade tanto pela via judicial como diretamente pela via administrativa;
II) Essa alteração deve ser averbada à margem do assento de nascimento, vedada a inclusão do termo 'transgênero';
III) Nas certidões do registro não constará nenhuma observação sobre a origem do ato, vedada a expedição de certidão de inteiro teor, salvo a requerimento do próprio interessado ou por determinação judicial;
IV) Efetuando-se o procedimento pela via judicial, caberá ao magistrado determinar de ofício ou a requerimento do interessado a expedição de mandados específicos para a alteração dos demais registros nos órgãos públicos ou privados pertinentes, os quais deverão preservar o sigilo sobre a origem dos atos.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,REGISTROS PÚBLICOS,MIN. DIAS TOFFOLI,RE 670422
760,Competência da Justiça Federal comum para processar e julgar causas em que se discute o direito de servidores estatutários do extinto Departamento de Correios e Telégrafos optantes pelo regime celetista à percepção de quinquênios completados anteriormente à opção.,"A questão sobre a competência da Justiça Federal para processar e julgar causas em que se discute o direito de servidores estatutários do extinto Departamento de Correios e Telégrafos optantes pelo regime celetista, que requerem o pagamento de quinquênios completados anteriormente à opção, não tem repercussão geral, pois ausente relevância econômica, política, social ou jurídica que transcenda o interesse das partes.",Ativo · RG negada - questão sem relevância,DIREITO PROCESSUAL CIVIL E DO TRABALHO,MIN. RICARDO LEWANDOWSKI,RE 630643
759,Incidência de contribuição previdenciária sobre a verba recebida por empregado a título de aviso prévio indenizado.,"A questão da exigibilidade de contribuição previdenciária sobre a parcela do aviso prévio indenizado, recebida pelo empregado, no caso de desligamento imediato do trabalho, tem natureza infraconstitucional, e a ela se atribuem os efeitos da ausência de repercussão geral, nos termos do precedente fixado no RE 584.608, rel. a Ministra Ellen Gracie, DJe 13/03/2009.",Ativo · RG negada - matéria infraconstitucional,DIREITO TRIBUTÁRIO,MIN. TEORI ZAVASCKI,ARE 745901
758,"Necessidade de condenação com trânsito em julgado para se considerar como falta grave, no âmbito administrativo carcerário, a prática de fato definido como crime doloso.","O reconhecimento de falta grave consistente na prática de fato definido como crime doloso no curso da execução penal dispensa o trânsito em julgado da condenação criminal no juízo do conhecimento, desde que a apuração do ilícito disciplinar ocorra com observância do devido processo legal, do contraditório e da ampla defesa, podendo a instrução em sede executiva ser suprida por sentença criminal condenatória que verse sobre a materialidade, a autoria e as circunstâncias do crime correspondente à falta grave.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO PENAL,MIN. EDSON FACHIN,RE 776823
757,"Possibilidade de cancelamento automático da inscrição em conselho profissional em decorrência de inadimplência da anuidade, sem prévio processo administrativo.","É inconstitucional o artigo 64 da Lei nº 5.194/1966, considerada a previsão de cancelamento automático, ante a inadimplência da anuidade por dois anos consecutivos, do registro em conselho profissional, sem prévia manifestação do profissional ou da pessoa jurídica, por violar o devido processo legal.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MIN. MARCO AURÉLIO,RE 808424
756,"Alcance do art. 195, § 12, da Constituição federal, que prevê a aplicação do princípio da não-cumulatividade à Contribuição ao PIS e à COFINS.","I. O legislador ordinário possui autonomia para disciplinar a não cumulatividade a que se refere o art. 195, § 12, da Constituição, respeitados os demais preceitos constitucionais, como a matriz constitucional das contribuições ao PIS e COFINS e os princípios da razoabilidade, da isonomia, da livre concorrência e da proteção à confiança; II. É infraconstitucional, a ela se aplicando os efeitos da ausência de repercussão geral, a discussão sobre a expressão insumo presente no art. 3º, II, das Leis nºs 10.637/02 e 10.833/03 e sobre a compatibilidade, com essas leis, das IN SRF nºs 247/02 (considerada a atualização pela IN SRF nº 358/03) e 404/04. III. É constitucional o § 3º do art. 31 da Lei nº 10.865/04.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO TRIBUTÁRIO,MIN. DIAS TOFFOLI,RE 841979
755,"Possibilidade de fracionamento da execução pecuniária contra a Fazenda Pública para que parte do valor devido seja pago antes do trânsito em julgado, mediante complemento positivo.","É vedado o fracionamento da execução pecuniária contra a Fazenda Pública para que uma parte seja paga antes do trânsito em julgado, por meio de Complemento Positivo, e outra depois do trânsito, mediante Precatório ou Requisição de Pequeno Valor.",Ativo · RG reconhecida - reafirmação de jurisprudência · Reafirmação de jurisprudência,DIREITO PROCESSUAL CIVIL E DO TRABALHO,MIN. GILMAR MENDES,ARE 723307
754,"Eficácia temporal do art. 6º-A da Emenda Constitucional 41/2003, incluído pela Emenda Constitucional 70/2012, que reestabeleceu a integralidade e a paridade de proventos para os servidores públicos aposentados por invalidez permanente decorrente de doença grave.","Os efeitos financeiros das revisões de aposentadoria concedidas com base no art. 6º-A da Emenda Constitucional nº 41/2003, introduzido pela Emenda Constitucional nº 70/2012, somente se produzirão a partir da data de sua promulgação (30.3.2012).",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MIN. DIAS TOFFOLI,RE 924456
753,Incorporação do valor integral da Gratificação de Atividade Policial – GAP ao salário-base dos policiais militares do Estado de São Paulo.,"A questão do direito à incorporação do valor integral da vantagem pecuniária denominada “Gratificação de Atividade Policial – GAP” ao salário-base dos policiais militares do Estado de São Paulo tem natureza infraconstitucional, e a ela se atribuem os efeitos da ausência de repercussão geral, nos termos do precedente fixado no RE 584.608, rel. a Ministra Ellen Gracie, DJe 13/03/2009.",Ativo · RG negada - matéria infraconstitucional,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MIN. TEORI ZAVASCKI,ARE 815188
752,Legitimidade do consumidor final para propor ação de repetição de indébito tributário relativo a valores do ICMS incidente sobre a demanda contratada de energia elétrica.,"A questão da legitimidade do consumidor final (contribuinte de fato) para ajuizar ação de repetição de indébito tributário relativo a valores do Imposto sobre Circulação de Mercadorias e Prestação de Serviços - ICMS incidente sobre a demanda contratada de energia elétrica tem natureza infraconstitucional, e a ela se atribuem os efeitos da ausência de repercussão geral, nos termos do precedente fixado no RE 584.608, rel. a Ministra Ellen Gracie, DJe 13/03/2009.",Ativo · RG negada - matéria infraconstitucional,DIREITO PROCESSUAL CIVIL E DO TRABALHO,MIN. TEORI ZAVASCKI,RE 753681
751,Possibilidade de cálculo proporcional do valor da Gratificação de Desempenho de Atividade de Seguridade Social e do Trabalho – GDASST nos casos de aposentadoria proporcional.,"A questão da forma de cálculo da Gratificação de  Desempenho de Atividade de Seguridade Social e do Trabalho – GDASST, paga aos servidores inativos, nos casos de aposentadoria proporcional, tem natureza infraconstitucional, e a ela se atribuem os efeitos da ausência de repercussão geral, nos termos do precedente fixado no RE n. 584.608, rel. a Ministra Ellen Gracie, DJe 13/03/2009.",Ativo · RG negada - matéria infraconstitucional,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MIN. LUIZ FUX,ARE 808997
750,Incorporação do Adicional de Local de Exercício – ALE aos vencimentos dos policiais militares do Estado de São Paulo.,"A questão do direito à incorporação da vantagem pecuniária denominada “Adicional de Local de Exercício – ALE” ao vencimento dos policiais militares de São Paulo tem natureza infraconstitucional, e a ela se atribuem os efeitos da ausência de repercussão geral, nos termos do precedente fixado no RE 584.608, rel. a Ministra Ellen Gracie, DJe 13/03/2009.",Ativo · RG negada - matéria infraconstitucional,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MIN. TEORI ZAVASCKI,RE 731333
749,Possibilidade de aplicação de índices negativos para fins de correção monetária do valor devido a título de verba salarial.,"A questão do critério de atualização que considera, no cálculo da correção monetária de débito judicial, a aplicação de índices negativos (deflação) tem natureza infraconstitucional, e a ela se atribuem os efeitos da ausência de repercussão geral, nos termos do precedente fixado no RE 584.608, rel. a Ministra Ellen Gracie, DJe 13/03/2009.",Ativo · RG negada - matéria infraconstitucional,DIREITO PROCESSUAL CIVIL E DO TRABALHO,MIN. TEORI ZAVASCKI,RE 729011
748,"Constitucionalidade do art. 31 da Lei 8.880/1994, que previu indenização adicional equivalente a cinquenta por cento da última remuneração recebida pelo empregado no caso de demissão sem justa causa durante o período de vigência da URV.","É constitucional o art. 31 da Lei 8.880/1994, que prevê indenização adicional equivalente a 50% da última remuneração recebida na hipótese de demissão imotivada de empregado durante a vigência da Unidade Real de Valor (URV).",Ativo · RG reconhecida - reafirmação de jurisprudência · Reafirmação de jurisprudência,DIREITO DO TRABALHO,MIN. GILMAR MENDES,RE 806190
